Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,hourly,employer_provided,avg_salary,company_txt,job_state,same_state,age,python_yn,R_yn,spark,aws,excel
Senior Data Analyst,2.9,"National Student Clearinghouse
2.9","Herndon, VA","Herndon, VA",201 to 500 employees,1993,Nonprofit Organization,Colleges & Universities,Education,0,0,61.5,"National Student Clearinghouse
", VA,1,27,1,0,0,0,1
Data Scientist,2.5,"comScore
2.5","Portland, OR","Reston, VA",1001 to 5000 employees,1999,Company - Public,Advertising & Marketing,Business Services,0,0,96.5,"comScore
", OR,0,21,1,0,1,0,0
Survey Data Analyst,4.2,"SullivanCotter
4.2","Minneapolis, MN","Chicago, IL",201 to 500 employees,1992,Company - Private,Consulting,Business Services,0,0,76,"SullivanCotter
", MN,0,28,1,0,0,0,1
Data Scientist,3.9,"NPD
3.9","Port Washington, NY","Port Washington, NY",1001 to 5000 employees,1966,Company - Private,Research & Development,Business Services,0,0,15.5,"NPD
", NY,1,54,0,0,0,0,1
Data Scientist,4.3,"Bakery Agency
4.3","Austin, TX","Austin, TX",1 to 50 employees,2010,Company - Private,Advertising & Marketing,Business Services,0,0,83.5,"Bakery Agency
", TX,1,10,1,0,0,0,1
"Risk and Analytics IT, Data Scientist",2.7,"State of Wisconsin Investment Board
2.7","Madison, WI","Madison, WI",51 to 200 employees,1951,Government,Investment Banking & Asset Management,Finance,0,0,120,"State of Wisconsin Investment Board
", WI,1,69,1,0,0,0,0
Data Scientist,3.9,"Genentech
3.9","South San Francisco, CA","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,163,"Genentech
", CA,1,44,0,0,0,0,1
Lead Health Data Analyst - Front End,3.4,"Blue Cross & Blue Shield of Rhode Island
3.4","Providence, RI","Providence, RI",501 to 1000 employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,0,0,100,"Blue Cross & Blue Shield of Rhode Island
", RI,1,81,0,0,0,1,0
Research Scientist,3.8,"Boys Town
3.8","Omaha, NE","Omaha, NE",1001 to 5000 employees,1917,Nonprofit Organization,Social Assistance,Non-Profit,0,0,52.5,"Boys Town
", NE,1,103,0,0,0,0,1
Medical Lab Scientist,3.6,"Tower Health
3.6","West Reading, PA","Reading, PA",5001 to 10000 employees,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1,0,20.5,"Tower Health
", PA,0,3,0,0,0,0,0
Junior Data Analyst,3.3,"The HSC Health Care System
3.3","Washington, DC","Washington, DC",501 to 1000 employees,1883,Nonprofit Organization,Health Care Services & Hospitals,Health Care,0,0,50,"The HSC Health Care System
", DC,1,137,0,0,0,0,1
SQL Data Engineer,3.4,"Pro-Sphere Tek
3.4","Austin, TX","Alexandria, VA",201 to 500 employees,2006,Company - Private,Consulting,Business Services,0,0,93,"Pro-Sphere Tek
", TX,0,14,1,0,0,1,0
Data Scientist,3,"Ameritas Life Insurance Corp
3.0","Cincinnati, OH","Lincoln, NE",1001 to 5000 employees,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,0,0,94.5,"Ameritas Life Insurance Corp
", OH,0,133,1,0,0,0,0
Senior Data Scientist,4,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,0,0,150.5,"Autodesk
", CA,0,38,1,0,1,0,0
Data Scientist,3.7,"Genworth
3.7","Raleigh, NC","Richmond, VA",1001 to 5000 employees,2004,Company - Public,Insurance Carriers,Insurance,0,0,102,"Genworth
", NC,0,16,1,0,1,1,1
"Scientist, Analytical Development",4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,62,"Rubius Therapeutics
", MA,1,7,0,0,0,0,0
Analytics Manager,4.3,"OneMagnify
4.3","Dearborn, MI","Detroit, MI",201 to 500 employees,1967,Company - Private,Advertising & Marketing,Business Services,0,0,87.5,"OneMagnify
", MI,0,53,0,0,0,0,1
Clinical Data Scientist,4,"Pfizer
4.0","Groton, CT","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,84,"Pfizer
", CT,0,171,0,0,0,1,1
Data Scientist,4,"Novetta
4.0","Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,143,"Novetta
", VA,0,8,1,0,0,1,0
"Sr. Data Scientist, Cyber-Security LT Contract",3.2,"Numeric, LLC
3.2","Phila, PA","Chadds Ford, PA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,0,0,155,"Numeric, LLC
", PA,0,-1,1,0,1,1,1
Data Engineer,4.2,"IZEA
4.2","Winter Park, FL","Winter Park, FL",51 to 200 employees,2006,Company - Public,Advertising & Marketing,Business Services,0,0,71.5,"IZEA
", FL,1,14,1,0,1,1,1
Data Scientist,3.9,"Trace Data
3.9","Oakland, CA","Santa Ana, CA",51 to 200 employees,2000,Company - Private,Insurance Carriers,Insurance,0,0,108,"Trace Data
", CA,0,20,1,0,1,0,0
Sr. Scientist - Digital & Image Analysis/Computational Pathology,3.7,"Takeda Pharmaceuticals
3.7","San Diego, CA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,151.5,"Takeda Pharmaceuticals
", CA,0,239,0,0,0,0,1
Digital Marketing & ECommerce Data Analyst,3.6,"Vionic Group
3.6","San Rafael, CA","San Rafael, CA",51 to 200 employees,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,0,0,51.5,"Vionic Group
", CA,1,14,0,0,0,0,1
Principal Scientist - Immunologist,3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,140,"Takeda Pharmaceuticals
", MA,0,239,0,0,0,0,1
Senior Data Analyst,2.8,"Dodge Data & Analytics
2.8","Hamilton, NJ","Hamilton, NJ",201 to 500 employees,2014,Company - Private,IT Services,Information Technology,0,0,77.5,"Dodge Data & Analytics
", NJ,1,6,1,0,0,0,1
Insurance Financial Data Analyst,4.2,"Clearwater Analytics
4.2","Boise, ID","Boise, ID",501 to 1000 employees,2004,Company - Private,Investment Banking & Asset Management,Finance,0,0,63.5,"Clearwater Analytics
", ID,1,16,0,0,0,0,1
Data Scientist,4,"Tekvalley, Corp.
4.0","San Francisco, CA","Pleasanton, CA",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,0,0,109,"Tekvalley, Corp.
", CA,0,-1,1,0,0,0,0
Data Scientist,3.5,"BWX Technologies
3.5","Oak Ridge, TN","Lynchburg, VA",5001 to 10000 employees,1850,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,96,"BWX Technologies
", TN,0,170,1,0,0,0,0
Principal Data Scientist with over 10 years experience,-1,CA-One Tech Cloud,"San Francisco, CA","Fremont, CA",51 to 200 employees,2017,Company - Private,IT Services,Information Technology,0,1,225,CA-One Tech Cloud, CA,0,3,1,0,0,1,1
Data Engineer,3.2,"PennyMac
3.2","Agoura Hills, CA","Westlake Village, CA",1001 to 5000 employees,2008,Company - Public,Lending,Finance,0,0,101,"PennyMac
", CA,0,12,1,0,0,1,1
Senior Data Scientist,3.3,"Plymouth Rock Assurance
3.3","Woodbridge, NJ","Boston, MA",1001 to 5000 employees,1982,Company - Private,Insurance Carriers,Insurance,0,0,98.5,"Plymouth Rock Assurance
", NJ,0,38,0,0,0,0,1
Data Engineer I - Azure,3.9,"Vermeer
3.9","Pella, IA","Pella, IA",1001 to 5000 employees,1948,Company - Private,Industrial Manufacturing,Manufacturing,0,0,77.5,"Vermeer
", IA,1,72,0,0,0,0,1
"Sr. Scientist, Quantitative Translational Sciences",3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,161.5,"Takeda Pharmaceuticals
", MA,0,239,0,0,0,0,0
MED TECH/LAB SCIENTIST - LABORATORY,3.6,"Beebe Healthcare
3.6","Lewes, DE","Lewes, DE",1001 to 5000 employees,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1,0,27.5,"Beebe Healthcare
", DE,1,85,0,0,0,0,0
Sr. Data Scientist II,3.4,"Argo Group US
3.4","New York, NY","Hamilton, Bermuda",1001 to 5000 employees,1948,Company - Public,Insurance Carriers,Insurance,0,0,147,"Argo Group US
", NY,0,72,1,0,1,1,0
Data Scientist,3.5,"L&T Infotech
3.5","San Ramon, CA","Mumbai, India",10000+ employees,1997,Company - Public,IT Services,Information Technology,0,0,90,"L&T Infotech
", CA,0,23,1,0,0,0,1
Information Security Data Analyst,4.3,"OceanFirst Financial
4.3","Red Bank, NJ","Toms River, NJ",501 to 1000 employees,1902,Company - Public,Banks & Credit Unions,Finance,0,0,58,"OceanFirst Financial
", NJ,0,118,0,0,0,1,0
Excel / VBA / SQL Data Analyst,4.1,"Associated Electric Cooperative
4.1","Springfield, MO","Springfield, MO",501 to 1000 employees,1961,Company - Private,Energy,"Oil, Gas, Energy & Utilities",0,0,61,"Associated Electric Cooperative
", MO,1,59,0,0,0,0,1
Machine Learning Research Scientist,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,0,0,120,"Software Engineering Institute
", PA,1,36,1,0,0,0,0
Data Scientist,3.6,"Sotheby's
3.6","New York, NY","New York, NY",1001 to 5000 employees,1744,Company - Public,Auctions & Galleries,Retail,0,0,128,"Sotheby's
", NY,1,276,1,0,0,0,0
Data Scientist,3.5,"First Tech Federal Credit Union
3.5","Hillsboro, OR","San Jose, CA",1001 to 5000 employees,1952,Company - Private,Banks & Credit Unions,Finance,0,0,99.5,"First Tech Federal Credit Union
", OR,0,68,1,0,1,1,1
Data Scientist,3.6,"Amrock
3.6","Detroit, MI","Detroit, MI",1001 to 5000 employees,1997,Company - Private,Real Estate,Real Estate,0,0,96,"Amrock
", MI,1,23,1,0,0,0,0
Data Scientist,2.3,"Vanda Pharmaceuticals
2.3","Washington, DC","Washington, DC",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,101,"Vanda Pharmaceuticals
", DC,1,17,1,0,0,0,1
Senior Data Scientist,3.9,"Zest AI
3.9","Burbank, CA","Burbank, CA",51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,0,0,148,"Zest AI
", CA,1,11,1,0,0,0,0
"Data Scientist, Senior",4,"Novetta
4.0","Fort Belvoir, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,142,"Novetta
", VA,0,8,1,0,0,1,0
Senior Data Scientist,4.1,"CK-12 Foundation
4.1","Palo Alto, CA","Palo Alto, CA",1 to 50 employees,2007,Company - Private,K-12 Education,Education,0,0,169,"CK-12 Foundation
", CA,1,13,0,0,0,1,1
"VP, Data Science",3.2,"PennyMac
3.2","Phoenix, AZ","Westlake Village, CA",1001 to 5000 employees,2008,Company - Public,Lending,Finance,0,0,124.5,"PennyMac
", AZ,0,12,1,0,0,0,1
Radar Data Analyst,4.7,"DECISIVE ANALYTICS Corporation
4.7","Huntsville, AL","Arlington, VA",51 to 200 employees,1996,Company - Private,Aerospace & Defense,Aerospace & Defense,0,0,59,"DECISIVE ANALYTICS Corporation
", AL,0,24,1,0,0,0,1
CONSULTANT– DATA ANALYTICS GROUP,4.2,"Opinion Dynamics
4.2","San Diego, CA","Waltham, MA",51 to 200 employees,1987,Company - Private,Consulting,Business Services,0,0,52.5,"Opinion Dynamics
", CA,0,33,1,0,0,0,0
Data Engineer,4.6,"Applied Information Sciences
4.6","Houston, TX","Reston, VA",501 to 1000 employees,1982,Company - Private,IT Services,Information Technology,0,0,75.5,"Applied Information Sciences
", TX,0,38,0,0,1,0,0
Senior Data Scientist,3.7,"Swiss Re
3.7","Armonk, NY","Zurich, Switzerland",10000+ employees,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,0,0,139,"Swiss Re
", NY,0,157,1,0,0,0,1
"Data Engineer, Data Engineering and Artifical Intelligence",3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,102.5,"Takeda Pharmaceuticals
", MA,0,239,1,0,1,1,1
Staff Scientist,4.4,"WK Dickson
4.4","Columbia, SC","Charlotte, NC",201 to 500 employees,1929,Company - Private,Architectural & Engineering Services,Business Services,0,0,60.5,"WK Dickson
", SC,0,91,0,0,0,0,0
PL Actuarial-Lead Data Scientist,3.7,"The Hanover Insurance Group
3.7","Worcester, MA","Worcester, MA",5001 to 10000 employees,1852,Company - Public,Insurance Carriers,Insurance,0,0,146.5,"The Hanover Insurance Group
", MA,1,168,1,0,0,0,1
"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",3.9,"Genentech
3.9","South San Francisco, CA","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,125,"Genentech
", CA,1,44,0,0,0,0,1
Sr. Data Analyst,3.6,"MassMutual
3.6","Springfield, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,0,0,81,"MassMutual
", MA,1,169,1,0,0,0,0
Senior Data & Machine Learning Scientist,3,"Tempus Labs
3.0","Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,133,"Tempus Labs
", IL,1,5,1,0,0,1,0
Program/Data Analyst,3.4,"General Dynamics Information Technology
3.4","Washington, DC","Fairfax, VA",10000+ employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,0,0,77,"General Dynamics Information Technology
", DC,0,24,0,0,0,0,1
Data Engineer,4.1,"ManTech
4.1","Herndon, VA","Herndon, VA",5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,0,0,92,"ManTech
", VA,1,52,0,0,0,0,0
Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,121,"Novartis
", MA,0,24,0,0,0,0,0
"Principal Data Engineer, Data Platform & Insights",4,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,0,0,162.5,"Autodesk
", CA,0,38,1,0,1,0,1
RESEARCH SCIENTIST - BIOLOGICAL SAFETY,3.9,"Southwest Research Institute
3.9","San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,0,0,60,"Southwest Research Institute
", TX,1,73,0,0,0,0,0
Data Operations Lead,-1,Muso,"San Francisco, CA","San Francisco, CA",201 to 500 employees,-1,Nonprofit Organization,-1,-1,0,1,87.5,Muso, CA,1,-1,1,0,0,0,1
Big Data Engineer,4.4,"SpringML
4.4","Indianapolis, IN","Pleasanton, CA",1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,90.5,"SpringML
", IN,0,5,1,0,1,0,0
Data Scientist / Machine Learning Expert,3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,114.5,"Novartis
", MA,0,24,1,0,0,0,0
Data Scientist,3.8,"Juniper Networks
3.8","Sunnyvale, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,0,0,121,"Juniper Networks
", CA,1,24,1,0,1,0,1
Senior Data Scientist,2.2,"The Integer Group
2.2","Dallas, TX","Denver, CO",501 to 1000 employees,1993,Subsidiary or Business Segment,Advertising & Marketing,Business Services,0,0,110,"The Integer Group
", TX,0,27,0,0,0,0,0
PV Scientist,2.9,"Karyopharm Therapeutics Inc.
2.9","Newton, MA","Newton, MA",201 to 500 employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,91.5,"Karyopharm Therapeutics Inc.
", MA,1,-1,0,0,0,0,1
Clinical Data Analyst,4.1,"ManTech
4.1","Portsmouth, VA","Herndon, VA",5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,0,0,70.5,"ManTech
", VA,0,52,0,0,0,0,0
Data Engineer,3.7,"P2 Energy Solutions
3.7","Lafayette, LA","Denver, CO",501 to 1000 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,0,0,70.5,"P2 Energy Solutions
", LA,0,-1,0,0,0,0,1
Computational Chemist/Data Scientist,3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,76.5,"PNNL
", WA,1,55,1,0,0,0,0
Data Engineer,3.6,"MassMutual
3.6","Springfield, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,0,0,92,"MassMutual
", MA,1,169,1,0,1,0,1
Principal Data Scientist (Computational Chemistry),4.7,"Recursion Pharmaceuticals
4.7","Salt Lake City, UT","Salt Lake City, UT",51 to 200 employees,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,140.5,"Recursion Pharmaceuticals
", UT,1,7,1,0,0,1,0
Product Engineer – Data Science,3.5,"Esri
3.5","Arlington, VA","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,0,0,82,"Esri
", VA,0,51,1,0,0,0,0
"Principal Scientist, Chemistry & Immunology",3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,0,0,84.5,"Rochester Regional Health
", NY,1,6,0,0,0,0,0
"Scientist/Senior Scientist, Autoimmune",4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,134.5,"Rubius Therapeutics
", MA,1,7,0,0,0,0,0
Data Scientist,3.3,"Samba TV
3.3","San Francisco, CA","San Francisco, CA",201 to 500 employees,2008,Company - Private,Advertising & Marketing,Business Services,0,0,164.5,"Samba TV
", CA,1,12,0,0,0,0,0
Market Data Analyst,3.4,"SV Microwave
3.4","West Palm Beach, FL","West Palm Beach, FL",201 to 500 employees,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,0,0,44,"SV Microwave
", FL,1,29,0,0,0,0,0
Software Engineer - Data Visualization,4,"ClearEdge
4.0","Annapolis Junction, MD","Annapolis Junction, MD",51 to 200 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,0,0,93.5,"ClearEdge
", MD,1,18,0,0,0,0,1
Data Engineer,4.4,"SpringML
4.4","Herndon, VA","Pleasanton, CA",1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,109,"SpringML
", VA,0,5,1,0,1,0,0
Staff Data Engineer,3.8,"Sumo Logic
3.8","Austin, TX","Redwood City, CA",501 to 1000 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,0,0,149.5,"Sumo Logic
", TX,0,10,0,0,1,1,0
Associate Data Engineer,3.5,"EAB
3.5","Washington, DC","Washington, DC",1001 to 5000 employees,2007,Company - Private,Research & Development,Business Services,0,0,65.5,"EAB
", DC,1,13,0,0,1,1,1
Senior Data Scientist,3.5,"Brighthouse Financial
3.5","Charlotte, NC","Charlotte, NC",1001 to 5000 employees,2017,Company - Public,Insurance Carriers,Insurance,0,0,124.5,"Brighthouse Financial
", NC,1,3,1,0,1,0,1
Staff BI and Data Engineer,2.9,"Affinity Solutions
2.9","San Jose, CA","New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,0,0,114,"Affinity Solutions
", CA,0,22,1,0,1,0,0
Marketing Data Analyst,3.9,"Citadel Federal Credit Union
3.9","Exton, PA","Exton, PA",501 to 1000 employees,1937,Nonprofit Organization,Banks & Credit Unions,Finance,0,0,49,"Citadel Federal Credit Union
", PA,1,83,1,0,0,0,0
"Principal Scientist, Hematology",3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,0,0,84.5,"Rochester Regional Health
", NY,1,6,0,0,0,0,0
Data Analyst,3.7,"CALIBRE Systems
3.7","Alexandria, VA","Alexandria, VA",501 to 1000 employees,1989,Company - Private,IT Services,Information Technology,0,0,71,"CALIBRE Systems
", VA,1,31,0,0,0,0,1
"Director - Data, Privacy and AI Governance",3.6,"MassMutual
3.6","Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,0,0,101,"MassMutual
", MA,0,169,0,0,0,0,0
Data Scientist,3.5,"Esri
3.5","Redlands, CA","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,0,0,107,"Esri
", CA,1,51,1,0,1,1,0
Data Scientist,4.7,"New England Biolabs
4.7","Ipswich, MA","Ipswich, MA",201 to 500 employees,1974,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,112.5,"New England Biolabs
", MA,1,46,1,0,0,0,1
Staff Machine Learning Engineer,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,0,0,181,"Tapjoy
", CA,1,13,1,0,1,0,0
Information Security Data Analyst,3.7,"Motorola Solutions
3.7","Chicago, IL","Chicago, IL",10000+ employees,1928,Company - Public,Computer Hardware & Software,Information Technology,0,0,61,"Motorola Solutions
", IL,1,92,1,0,1,0,0
Lead Data Engineer,4.1,"Credit Sesame
4.1","Mountain View, CA","Mountain View, CA",51 to 200 employees,2010,Company - Private,Internet,Information Technology,0,0,205,"Credit Sesame
", CA,1,10,1,0,1,1,0
Scientist Manufacturing - Kentucky BioProcessing,3.1,"Reynolds American
3.1","Owensboro, KY","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,103.5,"Reynolds American
", KY,0,145,0,0,0,0,0
Data Analytics Project Manager,3.6,"MassMutual
3.6","Springfield, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,0,0,63,"MassMutual
", MA,1,169,0,0,0,0,1
Consultant - Analytics Consulting,3,"Infosys
3.0","Hartford, CT","Bengaluru, India",10000+ employees,1981,Company - Public,IT Services,Information Technology,0,0,62.5,"Infosys
", CT,0,39,0,0,0,0,1
Data Engineer,3.5,"Alignment Healthcare
3.5","Orange, CA","Orange, CA",501 to 1000 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,0,0,94.5,"Alignment Healthcare
", CA,1,7,1,0,1,1,1
Marketing Data Analyst,3.6,"San Manuel Casino
3.6","Highland, CA","Highland, CA",1001 to 5000 employees,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",0,0,48.5,"San Manuel Casino
", CA,1,34,0,0,0,0,1
Senior Scientist (Neuroscience),3.5,"Sunovion
3.5","Marlborough, MA","Marlborough, MA",1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,154.5,"Sunovion
", MA,1,10,1,0,0,0,1
Medical Laboratory Scientist,4,"Texas Health Huguley Hospital
4.0","Burleson, TX","Arlington, TX",1001 to 5000 employees,1977,Hospital,Health Care Services & Hospitals,Health Care,1,0,21.5,"Texas Health Huguley Hospital
", TX,0,43,0,0,0,1,0
Machine Learning Engineer - Regulatory,3.7,"Cboe Global Markets
3.7","Lenexa, KS","Chicago, IL",501 to 1000 employees,1973,Company - Public,Stock Exchanges,Finance,0,0,87,"Cboe Global Markets
", KS,0,47,1,0,0,0,1
R&D Specialist/ Food Scientist,2.4,"Teasdale Latin Foods
2.4","Hoopeston, IL","Flower Mound, TX",501 to 1000 employees,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,0,0,52.5,"Teasdale Latin Foods
", IL,0,-1,0,0,0,0,0
Data Engineer,3.2,"Guidepoint
3.2","New York, NY","New York, NY",501 to 1000 employees,2003,Company - Private,Research & Development,Business Services,0,0,64.5,"Guidepoint
", NY,1,17,1,0,0,1,1
"Scientist, Bacteriology",2.1,"Cerus Corporation
2.1","Concord, CA","Concord, CA",201 to 500 employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,111.5,"Cerus Corporation
", CA,1,-1,0,0,0,0,1
"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,154.5,"Takeda Pharmaceuticals
", MA,0,239,0,0,1,1,1
Senior Research Scientist-Machine Learning,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,0,0,124,"Software Engineering Institute
", PA,1,36,0,0,0,0,0
Senior Data Scientist,4.4,"Maven Wave Partners
4.4","Chicago, IL","Chicago, IL",201 to 500 employees,2008,Company - Private,Consulting,Business Services,0,0,128.5,"Maven Wave Partners
", IL,1,12,1,0,0,1,1
Clinical Laboratory Scientist,3.7,"Vail Health
3.7","Vail, CO","Vail, CO",501 to 1000 employees,1966,Hospital,Health Care Services & Hospitals,Health Care,1,0,31.5,"Vail Health
", CO,1,54,0,0,0,0,0
Analytics Manager - Data Mart,3.5,"Central California Alliance for Health
3.5","Scotts Valley, CA","Scotts Valley, CA",501 to 1000 employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,0,0,64,"Central California Alliance for Health
", CA,1,24,0,0,0,0,0
Sr. Data Engineer - Contract-to-Hire (Java),3,"Pilot Flying J Travel Centers LLC
3.0","Knoxville, TN","Knoxville, TN",10000+ employees,1958,Company - Private,Gas Stations,Retail,0,0,98,"Pilot Flying J Travel Centers LLC
", TN,1,62,1,0,0,0,0
Data Scientist - Algorithms & Inference,4.2,"Nuna
4.2","San Francisco, CA","San Francisco, CA",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,142.5,"Nuna
", CA,1,10,0,0,0,0,0
Senior Data Scientist - R&D Oncology,3.9,"AstraZeneca
3.9","New York, NY","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,137,"AstraZeneca
", NY,0,107,1,0,0,0,0
Data Engineer,4,"Pinnacol Assurance
4.0","Denver, CO","Denver, CO",501 to 1000 employees,1915,Nonprofit Organization,Insurance Carriers,Insurance,0,0,99,"Pinnacol Assurance
", CO,1,105,1,0,0,1,0
Food Scientist - Developer,3.3,"Palermo's Pizza
3.3","Milwaukee, WI","Milwaukee, WI",501 to 1000 employees,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,0,0,54,"Palermo's Pizza
", WI,1,56,0,0,0,0,0
Senior Data Scientist,4.4,"MathWorks
4.4","Natick, MA","Natick, MA",1001 to 5000 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,0,0,139.5,"MathWorks
", MA,1,36,1,0,0,0,0
